,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,City,AQI_Bucket,day
2463,54.21,243.06,7.440000000000001,15.66,18.810000000000002,18.0,0.8199999999999998,6.17,14.869999999999997,1.58,3.6899999999999995,189.0,Amritsar,Moderate,weekday
2464,56.33,248.8,7.640000000000001,16.14,16.517999999999997,18.16,0.81,3.7799999999999994,17.82,1.38,8.83,196.0,Amritsar,Moderate,weekday
2465,76.9,253.99,7.49,15.820000000000002,18.04,18.15,0.8999999999999999,3.370000000000001,14.149999999999999,1.4099999999999997,8.19,198.0,Amritsar,Moderate,weekday
2466,30.64,107.82,7.49,14.81,16.709999999999997,17.74,0.6499999999999999,3.2799999999999994,13.579999999999998,1.0699999999999998,7.31,154.0,Amritsar,Moderate,Weekend
2467,39.43,136.27,7.59,15.279999999999998,19.438,17.13,0.72,5.120000000000001,18.05,1.25,7.57,108.0,Amritsar,Moderate,Weekend
2468,77.79,259.45,7.640000000000001,14.27,18.576,14.95,0.97,4.68,20.79,1.4099999999999997,8.13,170.0,Amritsar,Moderate,weekday
2469,69.26,275.85,7.67,12.45,10.038,13.62,0.98,4.390000000000001,23.75,1.77,7.73,225.0,Amritsar,Poor,weekday
2470,53.55,253.61,8.56,9.489999999999998,13.672,11.1,0.8799999999999999,5.6,23.17,1.5,9.11,216.0,Amritsar,Poor,weekday
2471,78.12,255.33000000000004,10.73,8.96,12.701999999999998,12.24,0.8599999999999999,4.960000000000001,30.83,1.4099999999999997,9.74,199.0,Amritsar,Moderate,weekday
2472,97.56,298.19,13.6,11.8,11.497999999999998,13.476,0.99,6.65,26.97,1.42,8.37,233.0,Amritsar,Poor,weekday
2473,203.2,311.39,13.97,12.080000000000002,20.592,7.709999999999997,1.07,6.35,17.59,1.54,8.8,271.0,Amritsar,Poor,Weekend
2474,65.44,188.36,9.32,8.57,3.847999999999999,52.342,0.31999999999999984,5.52,19.129999999999995,1.55,2.5200000000000005,232.0,Amritsar,Poor,Weekend
2475,248.12,445.44,29.93,40.11,70.05,60.89,1.08,9.66,12.32,3.47,7.62,463.0,Amritsar,Severe,weekday
2476,148.47,318.1,12.04,32.77,44.81,48.33,1.17,4.9,12.079999999999998,3.47,7.42,320.0,Amritsar,Very Poor,Weekend
2477,194.47,357.95,13.87,35.42,49.29,50.879999999999995,1.25,5.15,10.859999999999996,3.45,7.74,338.0,Amritsar,Very Poor,Weekend
2478,214.73,276.08,18.8,41.72,60.52,54.25,1.17,6.44,12.379999999999999,2.9,6.88,395.0,Amritsar,Very Poor,weekday
2479,71.13,191.27,19.23,40.37,59.6,56.56,1.03,4.280000000000001,11.789999999999996,2.37,6.8,229.0,Amritsar,Poor,weekday
2480,126.19,312.7,27.26,46.16,73.42,67.83,1.37,5.91,13.68,2.49,11.07,239.0,Amritsar,Poor,weekday
2481,133.53,309.8,18.63,41.42,60.05,62.82000000000001,1.19,4.74,20.3,3.0,11.05,318.0,Amritsar,Very Poor,weekday
2482,150.33,299.12,9.42,39.46,48.88,62.45,1.13,5.800000000000001,12.619999999999994,3.24,11.41,308.0,Amritsar,Very Poor,weekday
2483,165.75,302.65,15.8,39.01,54.81,66.54,1.42,5.620000000000001,13.110000000000003,2.98,12.45,338.0,Amritsar,Very Poor,Weekend
2484,221.93,295.75,14.34,39.44,53.78,67.53,1.3,5.199999999999999,14.02,2.91,12.53,356.0,Amritsar,Very Poor,Weekend
2485,147.44,289.42,15.54,39.07,54.62,67.76,1.37,4.870000000000001,10.89,2.91,12.41,341.0,Amritsar,Very Poor,weekday
2486,174.03,267.13,20.75,41.44,62.18,70.6,1.4500000000000002,4.390000000000001,9.839999999999996,3.0,12.98,271.0,Amritsar,Poor,weekday
2487,145.27,261.79,17.83,39.11,56.94,66.67,1.11,3.59,15.100000000000001,2.83,11.85,304.0,Amritsar,Very Poor,weekday
2488,129.13,259.59,14.12,32.27,46.39,62.85000000000001,1.15,4.98,14.079999999999998,2.85,11.89,314.0,Amritsar,Very Poor,weekday
2489,146.53,252.25,8.45,29.28,37.73,62.900000000000006,1.31,3.879999999999999,15.18,3.71,12.22,317.0,Amritsar,Very Poor,weekday
2490,144.73,251.09000000000003,16.4,37.42,53.81,68.55,1.87,7.78,12.170000000000005,10.91,13.33,318.0,Amritsar,Very Poor,Weekend
2491,160.69,290.59,6.890000000000001,17.91,23.24,12.81,1.79,5.129999999999999,15.850000000000001,11.55,12.13,319.0,Amritsar,Very Poor,Weekend
2492,140.05,290.75,51.16,42.09,59.61,28.02,1.77,5.17,20.13,4.12,11.75,321.0,Amritsar,Very Poor,weekday
2493,97.78,232.21,8.32,30.81,36.48,26.67,1.9,4.390000000000001,3.9299999999999997,4.39,12.39,252.0,Amritsar,Poor,weekday
2494,90.68,250.2,26.51,28.37,54.2,30.33,1.89,5.710000000000001,3.710000000000001,4.25,11.87,235.0,Amritsar,Poor,weekday
2495,113.0,222.95,38.56,21.98,60.07,34.51,2.13,8.28,19.28,4.78,13.04,248.0,Amritsar,Poor,weekday
2496,137.47,260.49,38.12,21.68,56.14,33.64,2.0,7.709999999999999,23.6,4.8,12.76,295.0,Amritsar,Poor,weekday
2497,147.97,267.24,40.1,24.95,67.76,42.69,2.27,9.16,36.54,6.34,13.94,317.0,Amritsar,Very Poor,Weekend
2498,151.19,271.2,59.56,29.61,89.17,32.33,1.89,8.14,31.48,4.64,12.61,328.0,Amritsar,Very Poor,Weekend
2499,121.54,234.56,55.739999999999995,20.89,76.63,22.98,1.8,6.0,23.6,4.15,11.6,311.0,Amritsar,Very Poor,weekday
2500,89.18,178.8,54.75,5.199999999999999,59.94,14.01,1.3,4.34,24.42,3.77,10.62,234.0,Amritsar,Poor,weekday
2501,38.17,100.14,46.4,13.71,59.36,15.25,0.6600000000000001,7.43,23.57,3.07,7.91,128.0,Amritsar,Moderate,weekday
2502,78.81,182.69,58.44,41.92,100.35999999999999,12.81,1.05,18.04,25.52,3.8,8.97,131.0,Amritsar,Moderate,weekday
2503,111.37,228.78,57.05,31.94,88.99,11.88,1.4,8.03,29.84,6.75,9.31,262.0,Amritsar,Poor,weekday
2504,83.0,184.32,52.17,7.07,57.11,12.53,0.97,8.07,25.07,4.35,7.79,200.0,Amritsar,Moderate,Weekend
2505,106.43,224.99,56.489999999999995,12.220000000000002,68.71,10.81,1.05,5.24,21.019999999999996,4.3,7.9,206.0,Amritsar,Poor,Weekend
2506,144.45,295.86,54.14999999999999,31.96,85.69,11.28,1.38,11.93,29.91,5.18,9.81,314.0,Amritsar,Very Poor,weekday
2507,128.92,264.88,61.56999999999999,46.82,108.38999999999999,14.86,1.17,9.23,33.66,7.860000000000001,10.18,307.0,Amritsar,Very Poor,weekday
2508,143.36,276.23,76.45000000000002,47.59,124.03999999999999,13.14,1.87,11.0,32.23,7.85,11.18,318.0,Amritsar,Very Poor,weekday
2509,110.68,237.22,68.04,48.8,116.84,13.34,1.74,9.61,51.68,8.62,9.58,288.0,Amritsar,Poor,weekday
2510,141.64,270.82,82.14,49.18,130.87,12.55,2.31,14.29,54.87,8.3,10.98,302.0,Amritsar,Very Poor,weekday
2511,143.81,268.1,93.94,50.9,144.84,10.58,2.44,11.24,21.83,8.29,11.41,322.0,Amritsar,Very Poor,Weekend
2512,137.81,263.37,100.06,50.56,150.62,9.650000000000002,2.5,9.17,24.79,9.65,11.6,316.0,Amritsar,Very Poor,Weekend
2513,137.05,266.39,73.78,45.09,118.88,14.69,2.52,10.52,60.42,9.0,10.16,313.0,Amritsar,Very Poor,weekday
2514,129.76,268.24,83.19,41.77,124.95999999999998,15.91,2.65,15.28,52.76,11.13,11.52,306.0,Amritsar,Very Poor,weekday
2515,146.1,283.99,90.92,30.53,120.09,12.51,3.08,6.109999999999999,44.48,11.29,11.91,317.0,Amritsar,Very Poor,weekday
2516,146.1,265.34,86.92,33.22,119.97,9.54,2.91,6.23,27.76,12.97,12.59,323.0,Amritsar,Very Poor,weekday
2517,147.77,270.1,96.96,35.25,132.21,8.46,2.47,6.53,26.29,9.47,14.6,324.0,Amritsar,Very Poor,weekday
2518,119.12,232.05,79.18,23.9,103.07999999999998,6.57,1.96,8.67,30.52,8.83,11.75,296.0,Amritsar,Poor,Weekend
2519,130.16,239.25,66.72,14.57,81.29,3.210000000000001,2.31,6.87,19.05,9.79,11.89,309.0,Amritsar,Very Poor,Weekend
2520,108.22,214.5,47.22999999999999,7.359999999999999,54.59,2.1900000000000013,1.48,4.539999999999999,18.64,5.09,9.61,266.0,Amritsar,Poor,weekday
2521,92.93,189.34,47.7,3.080000000000002,50.78,1.0,1.39,3.6899999999999995,18.47,4.94,9.32,227.0,Amritsar,Poor,weekday
2522,106.08,215.78,19.15,49.15,66.48,9.950000000000001,2.41,10.52,24.02,5.45,9.64,185.0,Amritsar,Moderate,weekday
2523,131.98,266.2,31.82,20.28,52.09,3.1099999999999994,2.83,15.63,23.9,9.68,11.96,298.0,Amritsar,Poor,weekday
2524,117.47,236.63,38.13,19.17,57.3,2.669999999999998,2.15,6.8,20.97,12.27,12.24,304.0,Amritsar,Very Poor,Weekend
2525,102.19,198.88,33.67,18.62,52.28,2.4899999999999984,3.83,7.070000000000001,19.06,9.15,10.31,277.0,Amritsar,Poor,Weekend
2526,44.98,87.5,25.9,13.03,38.91,3.09,3.75,9.09,17.91,3.94,6.9,162.0,Amritsar,Moderate,weekday
2527,53.43,87.57,25.21,10.07,35.27,1.7300000000000004,2.82,4.370000000000001,19.16,2.59,5.31,127.0,Amritsar,Moderate,weekday
2528,66.28,141.61,24.35,16.09,40.44,0.5,1.7,4.5,16.98,3.31,5.21,116.0,Amritsar,Moderate,weekday
2529,58.41,124.48,23.33,16.29,39.62,0.5700000000000003,0.8599999999999999,6.6899999999999995,17.61,5.8,4.300000000000001,126.0,Amritsar,Moderate,weekday
2530,53.83,120.29,25.17,18.12,43.28,0.05999999999999872,0.8700000000000001,6.219999999999999,16.45,1.2599999999999998,2.1580000000000004,113.0,Amritsar,Moderate,weekday
2531,58.65,129.08,24.95,19.43,44.38,0.0799999999999983,0.7,4.640000000000001,15.89,1.826,2.0220000000000002,114.0,Amritsar,Moderate,Weekend
2532,63.41,177.11,25.57,20.54,46.11,0.14999999999999858,1.39,4.030000000000001,15.84,0.10999999999999988,0.604000000000001,133.0,Amritsar,Moderate,Weekend
2533,43.93,121.78,24.83,21.39,46.22,0.1700000000000017,1.74,3.9700000000000006,16.82,1.2920000000000003,1.4640000000000004,142.0,Amritsar,Moderate,weekday
2534,75.09,171.16,25.17,22.07,47.24,0.35999999999999943,0.8599999999999999,5.83,17.59,0.07999999999999918,0.506000000000002,126.0,Amritsar,Moderate,weekday
2535,108.76,221.19,27.08,23.33,50.41,0.6700000000000017,1.2,6.1,22.4,0.3739999999999992,1.227999999999998,230.0,Amritsar,Poor,weekday
2536,87.22,198.96,20.54,42.63,54.36,4.859999999999999,0.96,12.91,24.44,16.18,7.27,227.0,Amritsar,Poor,weekday
2537,56.46,126.01,5.73,25.53,31.26,3.370000000000001,1.53,2.9800000000000004,24.89,4.8,5.61,143.0,Amritsar,Moderate,weekday
2538,72.21,157.96,6.300000000000001,26.12,32.42,3.419999999999998,2.16,3.3400000000000016,25.49,4.92,7.25,122.0,Amritsar,Moderate,Weekend
2539,96.33,186.31,7.719999999999999,28.36,36.08,3.66,1.71,3.3599999999999994,21.55,5.7,7.97,197.0,Amritsar,Moderate,Weekend
2540,112.36,210.37,8.0,28.77,36.76,3.7600000000000016,1.41,3.3100000000000005,20.73,7.2,9.25,235.0,Amritsar,Poor,weekday
2541,148.9,272.45,7.08,28.1,35.17,3.620000000000001,1.22,2.8599999999999994,19.3,10.16,10.6,315.0,Amritsar,Very Poor,weekday
2542,177.53,303.41999999999996,8.73,28.78,37.51,3.8099999999999987,1.37,3.4399999999999995,23.379999999999995,7.5600000000000005,11.05,335.0,Amritsar,Very Poor,weekday
2543,101.19,188.85,5.98,26.62,32.6,3.3200000000000003,1.24,5.940000000000001,23.25,5.23,8.68,298.0,Amritsar,Poor,weekday
2544,100.84,199.13,5.9,27.47,33.37,3.34,1.63,3.9399999999999977,23.1,8.05,9.54,233.0,Amritsar,Poor,weekday
2545,133.75,254.85000000000002,6.719999999999999,28.81,35.53,3.5100000000000016,2.0,3.58,19.5,8.93,11.08,283.0,Amritsar,Poor,Weekend
2546,158.06,285.43,8.56,30.4,38.96,3.780000000000001,2.11,3.7699999999999996,19.09,10.6,12.65,321.0,Amritsar,Very Poor,Weekend
2547,161.69,291.36,7.82,30.43,38.24,3.710000000000001,1.7,2.9000000000000004,18.68,5.76,11.41,331.0,Amritsar,Very Poor,weekday
2548,149.97,260.76,9.53,31.25,40.78,3.9299999999999997,1.74,3.120000000000001,18.93,5.17,11.12,331.0,Amritsar,Very Poor,weekday
2549,87.04,179.58,7.469999999999999,29.9,37.38,3.6499999999999986,1.42,3.539999999999999,18.71,4.76,8.49,232.0,Amritsar,Poor,weekday
2550,103.52,189.41,7.5,78.17,86.29,14.23,1.66,3.3200000000000003,19.76,6.81,10.37,237.0,Amritsar,Poor,Weekend
2551,124.02,195.9,23.65,94.18,134.6,16.76,1.92,5.710000000000001,20.39,9.63,10.4,310.0,Amritsar,Very Poor,Weekend
2552,66.92,138.18,17.36,86.72,105.10999999999999,15.849999999999998,1.36,3.24,23.5,8.01,8.29,170.0,Amritsar,Moderate,weekday
2553,77.72,158.17,7.18,79.21999999999998,86.56,14.3,1.44,10.0,23.22,13.14,10.33,152.0,Amritsar,Moderate,weekday
2554,77.71,151.64,5.23,77.4,96.5,14.02,1.25,3.2699999999999996,19.23,6.07,8.03,144.0,Amritsar,Moderate,weekday
2555,73.58,146.1,5.840000000000002,78.11,84.39,14.16,1.2,5.07,19.1,4.96,8.02,165.0,Amritsar,Moderate,weekday
2556,61.57,131.82,5.4,77.61,96.68,14.11,1.23,3.639999999999999,20.29,4.7,7.62,126.0,Amritsar,Moderate,weekday
2557,70.31,154.81,5.620000000000001,76.93,82.55,13.97,1.24,3.8900000000000006,21.19,7.51,8.02,129.0,Amritsar,Moderate,Weekend
2558,74.04,163.69,6.289999999999999,76.91,83.2,13.92,1.2,3.09,22.549999999999997,7.6,8.52,149.0,Amritsar,Moderate,Weekend
2559,58.91,131.93,5.359999999999999,77.1,82.45,13.85,1.1,2.76,19.82,5.69,7.65,125.0,Amritsar,Moderate,weekday
2560,58.9,110.95,6.49,78.77,88.61,14.05,0.8199999999999998,3.24,17.78,4.59,7.61,123.0,Amritsar,Moderate,weekday
2561,26.86,59.87,6.99,78.52,99.50999999999999,14.0,0.6800000000000002,3.0500000000000007,18.36,4.96,6.69,115.0,Amritsar,Moderate,weekday
2562,62.55,122.25,7.440000000000001,79.23999999999998,87.27,14.09,1.98,3.0999999999999996,17.4,4.21,7.93,127.0,Amritsar,Moderate,weekday
2563,57.51,120.69,7.199999999999999,79.01,99.72,14.09,1.26,2.5,17.71,4.53,7.76,118.0,Amritsar,Moderate,weekday
2564,70.09,160.56,15.42,60.24,81.09,12.37,1.04,5.109999999999999,17.25,5.34,7.16,132.0,Amritsar,Moderate,Weekend
2565,53.67,114.13,79.13,34.3,103.35,13.71,0.9199999999999999,4.039999999999999,13.689999999999998,10.26,8.26,124.0,Amritsar,Moderate,Weekend
2566,45.61,101.86,56.09,45.86,115.47,14.12,0.94,3.4000000000000004,15.740000000000002,10.4,8.29,127.0,Amritsar,Moderate,weekday
2567,61.12,131.87,72.13,47.57,120.38999999999999,17.18,0.9199999999999999,3.5199999999999996,13.380000000000003,12.7,8.52,142.0,Amritsar,Moderate,weekday
2568,56.96,135.69,71.85,53.42,140.88,16.33,0.9199999999999999,2.9700000000000006,13.149999999999999,12.27,8.08,150.0,Amritsar,Moderate,weekday
2569,44.39,114.54,72.97,54.790000000000006,127.94999999999999,16.33,0.94,3.4800000000000004,13.89,12.84,8.01,159.0,Amritsar,Moderate,weekday
2570,31.79,96.3,66.62,59.83,141.5,15.06,0.8199999999999998,2.5600000000000005,13.110000000000003,11.53,7.19,149.0,Amritsar,Moderate,weekday
2571,55.78,138.44,70.91,65.5,150.96,15.15,0.77,2.789999999999999,14.2,13.55,8.71,168.0,Amritsar,Moderate,Weekend
2572,50.4,131.72,57.489999999999995,70.81,141.86,14.1,0.6600000000000001,2.66,14.0,11.04,7.43,165.0,Amritsar,Moderate,Weekend
2573,58.71,147.2,43.49000000000001,57.73,100.19,9.31,0.6400000000000001,3.2200000000000006,17.08,10.47,7.9,152.0,Amritsar,Moderate,weekday
2574,48.6,136.91,28.66,49.52,82.69,4.739999999999998,0.6299999999999999,2.8200000000000003,13.82,11.9,7.85,130.0,Amritsar,Moderate,weekday
2575,59.76,157.27,22.63,42.42,68.61,3.530000000000001,0.6400000000000001,4.030000000000001,16.12,10.06,7.75,130.0,Amritsar,Moderate,weekday
2576,67.11,160.02,18.92,49.05,71.77,4.75,0.6099999999999999,3.379999999999999,14.43,11.24,8.26,141.0,Amritsar,Moderate,weekday
2577,69.65,162.02,16.51,49.28,65.6,4.900000000000002,0.6400000000000001,7.24,18.68,10.41,8.28,138.0,Amritsar,Moderate,weekday
2578,67.14,166.85,30.58,61.480000000000004,102.13999999999999,12.93,0.6299999999999999,4.549999999999999,19.32,11.45,8.25,145.0,Amritsar,Moderate,Weekend
2579,58.38,177.22,17.58,48.94,66.03,16.18,0.5899999999999999,5.85,12.41,10.52,7.74,147.0,Amritsar,Moderate,Weekend
2580,48.16,87.04,12.79,35.24,60.95,14.94,0.5199999999999998,2.83,12.54,8.39,6.72,123.0,Amritsar,Moderate,weekday
2581,16.260000000000005,52.61,12.77,28.35,40.12,12.94,0.44000000000000017,2.75,12.279999999999998,8.89,6.539999999999999,66.0,Amritsar,Satisfactory,weekday
2582,15.909999999999997,50.34,16.37,33.5,48.87,13.41,0.5299999999999998,2.629999999999999,11.789999999999996,9.27,6.58,58.0,Amritsar,Satisfactory,weekday
2583,31.96,94.51,14.59,33.41,47.0,13.14,0.5899999999999999,2.6799999999999997,12.86,9.79,7.03,77.0,Amritsar,Satisfactory,weekday
2584,68.32,181.17,18.6,30.42,53.75,13.4,1.53,5.1,12.649999999999999,9.66,7.47,129.0,Amritsar,Moderate,weekday
2585,41.54,135.18,15.39,9.04,34.52,10.71,0.76,2.9299999999999997,16.54,9.73,7.6,137.0,Amritsar,Moderate,Weekend
2586,53.44,159.72,15.28,11.580000000000002,37.88,11.03,0.72,3.0999999999999996,15.95,9.86,7.97,133.0,Amritsar,Moderate,Weekend
2587,52.41,166.21,15.9,13.269999999999998,39.88,11.08,0.71,3.539999999999999,16.97,10.46,7.72,139.0,Amritsar,Moderate,weekday
2588,69.46,205.16,16.51,13.129999999999999,40.59,10.95,0.6600000000000001,3.7200000000000024,12.890000000000004,11.28,8.05,162.0,Amritsar,Moderate,weekday
2589,54.32,166.52,14.04,9.71,34.15,10.82,0.6699999999999999,4.710000000000001,17.76,9.99,7.7,154.0,Amritsar,Moderate,weekday
2590,43.14,122.51,14.65,10.2,36.43,11.57,0.6099999999999999,4.9300000000000015,16.89,9.66,7.48,124.0,Amritsar,Moderate,weekday
2591,52.39,143.82,18.45,13.52,43.62,11.79,0.6099999999999999,4.66,17.32,11.44,7.71,123.0,Amritsar,Moderate,weekday
2592,29.75,89.22,16.36,10.8,38.61,11.45,0.5399999999999998,4.140000000000001,17.81,10.52,7.12,114.0,Amritsar,Moderate,Weekend
2593,58.6,153.78,15.83,9.93,35.86,10.57,0.5499999999999998,4.140000000000001,18.36,11.46,7.7,119.0,Amritsar,Moderate,weekday
2594,57.97,149.22,15.54,9.32,34.92,10.55,0.46999999999999975,3.58,17.94,11.71,7.72,133.0,Amritsar,Moderate,weekday
2595,46.84,128.01,16.33,9.46,36.16,10.5,0.5599999999999998,3.83,16.46,12.02,7.85,132.0,Amritsar,Moderate,weekday
2596,16.769999999999996,58.27,14.4,7.559999999999999,21.96,10.14,0.6200000000000001,3.5,17.53,9.62,6.53,79.0,Amritsar,Satisfactory,weekday
2597,25.72,77.3,16.06,8.989999999999998,35.26,10.209999999999999,0.6499999999999999,3.5500000000000007,17.96,11.16,7.2,73.0,Amritsar,Satisfactory,Weekend
2598,19.79,57.470000000000006,16.75,9.64,36.17,9.78,0.74,4.359999999999999,18.93,10.36,6.66,64.0,Amritsar,Satisfactory,Weekend
2599,31.519999999999996,77.37,12.38,6.09,26.79,8.68,0.71,3.460000000000001,23.990000000000002,9.89,6.87,69.0,Amritsar,Satisfactory,weekday
2600,47.8,85.78,10.740000000000002,4.859999999999999,22.62,7.059999999999999,0.6299999999999999,2.8599999999999994,25.36,8.82,5.26,73.0,Amritsar,Satisfactory,weekday
2601,58.97,153.53,10.96,9.45,20.72,7.050000000000001,0.69,3.8499999999999996,18.99,7.39,3.25,133.0,Amritsar,Moderate,weekday
2602,51.79,140.04,11.780000000000001,10.5,22.28,7.129999999999999,0.75,3.92,17.81,6.29,2.0,132.0,Amritsar,Moderate,weekday
2603,29.060000000000002,104.61,11.670000000000002,9.14,27.71,7.18,0.69,3.5500000000000007,18.23,5.16,1.42,112.0,Amritsar,Moderate,weekday
2604,28.629999999999995,90.7,12.54,9.029999999999998,21.57,7.760000000000002,0.69,3.710000000000001,26.84,4.03,1.3200000000000003,91.0,Amritsar,Satisfactory,Weekend
2605,42.29,129.74,12.7,9.54,29.85,7.970000000000001,0.6400000000000001,3.7200000000000024,30.89,4.91,1.4399999999999995,110.0,Amritsar,Moderate,Weekend
2606,48.66,155.13,12.38,8.7,28.47,7.780000000000001,0.5700000000000001,8.52,31.15,4.89,1.5899999999999999,128.0,Amritsar,Moderate,weekday
2607,54.53,157.09,11.780000000000001,8.0,20.1,8.690000000000001,0.8799999999999999,3.5500000000000007,29.18,5.07,1.7300000000000004,140.0,Amritsar,Moderate,weekday
2608,40.21,138.73,11.93,8.52,20.46,9.31,0.9199999999999999,3.09,31.63,4.12,1.3000000000000007,125.0,Amritsar,Moderate,weekday
2609,27.42,104.51,14.66,6.890000000000001,27.71,8.260000000000002,1.31,3.42,34.72,3.47,0.9800000000000004,119.0,Amritsar,Moderate,weekday
2610,20.92,81.28,15.02,13.739999999999998,38.41,9.66,0.78,6.25,40.85,3.52,0.9700000000000006,88.0,Amritsar,Satisfactory,weekday
2611,30.1,96.19,13.61,14.149999999999999,27.87,9.950000000000001,0.76,1.9499999999999993,37.46,3.8,1.0500000000000007,93.0,Amritsar,Satisfactory,Weekend
2612,43.88,137.19,13.38,15.46,28.84,9.99,0.8900000000000001,2.349999999999998,34.26,4.61,1.3399999999999999,112.0,Amritsar,Moderate,Weekend
2613,44.86,144.69,11.95,14.559999999999999,26.51,9.1,0.8399999999999999,2.629999999999999,36.17,3.65,1.290000000000001,138.0,Amritsar,Moderate,weekday
2614,56.47,158.03,13.78,12.760000000000002,35.48,8.690000000000001,0.75,2.59,23.55,4.01,1.4800000000000004,124.0,Amritsar,Moderate,weekday
2615,20.96,75.37,13.85,4.879999999999999,22.74,5.640000000000001,0.8399999999999999,2.7200000000000006,29.63,4.18,2.8200000000000003,106.0,Amritsar,Moderate,weekday
2616,15.439999999999998,57.57999999999999,13.73,4.940000000000001,28.91,5.640000000000001,0.8599999999999999,2.4499999999999993,29.02,4.28,2.679999999999999,72.0,Amritsar,Satisfactory,weekday
2617,46.28,131.27,10.284,17.53,20.72,9.330000000000002,0.23999999999999977,5.68,19.114000000000004,3.5160000000000005,0.3680000000000003,126.0,Amritsar,Moderate,weekday
2618,34.09,105.54,18.976,17.85,20.262,9.03,0.26000000000000023,4.15,36.564,0.7640000000000002,1.5940000000000003,110.0,Amritsar,Moderate,Weekend
2619,42.13,124.71,8.288,17.43,18.792,9.05,0.23999999999999977,5.380000000000001,28.81,0.5419999999999998,1.2140000000000004,112.0,Amritsar,Moderate,Weekend
2620,28.510000000000005,138.44,6.316000000000001,11.57,10.151999999999997,7.140000000000001,0.6200000000000001,4.41,20.150000000000002,1.908,1.9139999999999997,138.0,Amritsar,Moderate,weekday
2621,34.87,97.24,6.676,2.4499999999999993,5.541999999999998,6.23,0.99,5.9,21.816000000000003,5.42,1.9280000000000008,96.0,Amritsar,Satisfactory,weekday
2622,18.64,55.1,4.286,4.580000000000002,7.876000000000001,8.43,0.94,4.710000000000001,13.838000000000001,3.2379999999999995,2.526,77.0,Amritsar,Satisfactory,weekday
2623,28.11,65.25,25.932,237.27000000000004,0.0,25.24,0.8199999999999998,4.640000000000001,20.804,0.0940000000000003,0.06599999999999895,72.0,Amritsar,Satisfactory,weekday
2624,42.29,99.54,6.6,25.06,22.742,4.800000000000001,0.81,5.109999999999999,22.964000000000002,0.2240000000000002,1.9380000000000006,83.00000000000001,Amritsar,Satisfactory,weekday
2625,52.59,129.54,5.966000000000001,22.42,20.928,4.940000000000001,0.78,4.629999999999999,28.55,0.3639999999999999,2.079999999999999,107.0,Amritsar,Moderate,Weekend
2626,55.56,140.47,3.5699999999999985,21.13,15.498000000000001,6.099999999999998,0.96,4.5,44.346000000000004,0.4139999999999997,3.539999999999999,128.0,Amritsar,Moderate,Weekend
2627,33.87,119.64,12.108,16.369999999999997,24.934,6.349999999999998,0.94,4.32,18.994,0.6719999999999993,1.7939999999999996,122.0,Amritsar,Moderate,weekday
2628,22.939999999999998,70.00999999999999,17.244,16.99,22.426,9.61,0.9199999999999999,6.109999999999999,42.558,1.0260000000000002,5.061999999999999,99.0,Amritsar,Satisfactory,weekday
2629,35.71000000000001,100.19,2.6159999999999997,4.890000000000001,5.954000000000001,4.140000000000001,0.81,5.0,44.608,3.764,1.1359999999999992,85.0,Amritsar,Satisfactory,weekday
2630,43.0,134.69,13.0,9.02,20.918,6.960000000000001,1.16,4.1,41.228,3.718,1.0660000000000007,117.0,Amritsar,Moderate,weekday
2631,17.799999999999997,63.32,6.682,9.46,16.412000000000003,8.2,0.9199999999999999,4.99,15.111999999999995,0.28600000000000003,1.4720000000000013,94.0,Amritsar,Satisfactory,weekday
2632,21.1,77.96,11.491999999999999,8.669999999999998,19.509999999999998,8.020000000000001,0.6200000000000001,4.65,12.98,2.534,2.1140000000000008,66.0,Amritsar,Satisfactory,Weekend
2633,23.620000000000005,80.1,11.894,8.809999999999999,19.788000000000004,8.01,0.6000000000000001,4.83,20.275999999999996,2.956,1.7879999999999994,77.99999999999999,Amritsar,Satisfactory,Weekend
2634,29.799999999999997,98.84,7.8199999999999985,8.82,11.193999999999999,7.879999999999999,0.75,4.280000000000001,35.29,0.9759999999999995,0.4320000000000004,94.0,Amritsar,Satisfactory,weekday
2635,60.36,161.24,8.463999999999999,8.64,15.982,7.809999999999999,0.6400000000000001,4.879999999999999,29.886,8.049999999999999,4.628,119.0,Amritsar,Moderate,weekday
2636,69.33,167.05,6.886000000000001,9.239999999999998,10.201999999999998,7.890000000000001,0.5499999999999998,4.849999999999998,34.97,0.9019999999999997,2.017999999999999,148.0,Amritsar,Moderate,weekday
2637,43.85,109.9,14.872,8.669999999999998,10.104,6.989999999999998,0.75,4.74,52.228,1.88,1.5919999999999996,119.0,Amritsar,Moderate,weekday
2638,81.81,203.55,6.776000000000002,9.989999999999998,10.387999999999998,8.01,0.72,5.370000000000001,30.644,1.1980000000000004,1.8719999999999999,138.0,Amritsar,Moderate,weekday
2639,71.4,148.06,5.645999999999999,10.580000000000002,8.654,8.19,0.5099999999999998,4.23,25.93,0.9960000000000004,2.951999999999999,156.0,Amritsar,Moderate,Weekend
2640,61.67,148.89,13.576,10.580000000000002,22.772000000000002,8.22,0.6400000000000001,5.940000000000001,28.866,9.272,5.968,136.0,Amritsar,Moderate,Weekend
2641,64.92,178.5,14.932,10.64,13.957999999999998,8.19,0.74,8.03,27.682000000000002,3.086,1.7279999999999998,149.0,Amritsar,Moderate,weekday
